n_samples,n_features,sg_mean,sg_cardinality,sg_rule,best_rule,best_rule_idx,f1,precision,recall,seed,runtime
30000,25,31299.20925412235,4702,X_14==1 AND X_24==0 AND X_7==0 AND X_15==0,X_14 >= 0.9074005048314643  AND  -0.9038642068984485 <= X_15 < 1.1063608807250562  AND  -0.9051433117449521 <= X_24 < 1.104797424920375  AND  -0.9103355199678632 <= X_7 < 1.098496079814108  AND  X_9 >= 0.9936865958030648  AND  X_4 >= -0.7694552411353746  AND  -0.7756179846455138 <= X_2 < 1.7833328060028324,2,0.3933025798735691,1.0,0.2447894512973203,46,3147.0152158737183
1000,25,48361.38186763703,151,X_6==1 AND X_5==1 AND X_18==0 AND X_9==0,-0.8954338623269779 <= X_18 < 1.1167770642505004  AND  X_5 >= 0.9008852329229052  AND  -0.8685539504902812 <= X_9 < 1.151338957626652  AND  X_6 >= 0.9285458485845762,0,1.0,1.0,1.0,47,42.588396072387695
3000,25,45072.407060687845,362,X_8==1 AND X_21==1 AND X_3==4 AND X_17==0,-0.37334054925342397 <= X_3 < 0.4012249056291984  AND  X_21 >= 0.9106416928094865  AND  -0.9039250838637284 <= X_17 < 1.1062863702438959  AND  X_8 >= 0.8984591897591498,0,1.0,1.0,1.0,47,108.82000541687012
10000,25,29789.299800906167,1534,X_18==1 AND X_20==0 AND X_5==1 AND X_17==1,X_18 >= 0.8954338623269866  AND  X_5 >= 0.897429681087494  AND  -0.8941656007968259 <= X_20 < 1.1183610721647452  AND  X_0 >= -0.7693210650933541,4,0.7553126897389191,0.7068181818181818,0.8109517601043025,47,454.12781262397766
30000,25,23943.91886017064,4723,X_14==1 AND X_24==1 AND X_17==1 AND X_12==1,X_14 >= 0.9124191495230418  AND  X_12 >= 0.8994289875346893  AND  X_24 >= 0.909417503066846  AND  -0.9993335554074185 <= X_15 < 1.000666889037048  AND  X_17 >= 0.8935018310665629  AND  X_0 < 1.7851626111503434  AND  X_1 < 1.7956251237916019  AND  X_3 >= -0.7694802672831109,1,0.4081563869228176,1.0,0.2564048274401863,47,3014.7028901577
1000,25,47234.34345680183,107,X_11==0 AND X_9==0 AND X_4==4 AND X_0==16,X_0 >= 1.4756107429562517  AND  -0.9118672225175295 <= X_9 < 1.0966508887545618  AND  -0.3571151252594539 <= X_4 < 0.3927329067813941  AND  -0.866783413035707 <= X_11 < 0.14345366509448754,0,1.0,1.0,1.0,48,50.18231821060181
3000,25,40014.09332528639,364,X_18==0 AND X_14==0 AND X_4==4 AND X_11==1,-0.900885232922912 <= X_14 < 1.1100193048514453  AND  -0.38165320057632224 <= X_4 < 0.3878088973598113  AND  -0.9279235871680359 <= X_18 < 1.077674944174981  AND  X_11 >= 0.9217203665060449,0,1.0,1.0,1.0,48,68.60971283912659
10000,25,36104.70921760651,1218,X_2==4 AND X_7==1 AND X_14==1 AND X_10==0,-0.909478680814931 <= X_10 < 1.0995309962668693  AND  -0.37796246022088337 <= X_2 < 0.3911527867056738  AND  X_14 >= 0.8977929312331343  AND  X_7 >= 0.9078280505840131,1,1.0,1.0,1.0,48,308.7620213031769
30000,25,25734.53032110106,3732,X_6==0 AND X_22==0 AND X_4==1 AND X_9==1,-0.896643034439463 <= X_22 < 1.1152710293738424  AND  X_4 < -0.6789098537507372  AND  -0.9053871149815436 <= X_6 < 1.1044999243440674  AND  X_9 >= 0.8950109529336097  AND  X_18 >= 1.000133342223155  AND  -1.0070246724067473 <= X_5 < 0.9930243293941413,2,0.3941480206540447,1.0,0.2454448017148982,48,2928.0812752246857
1000,25,36465.52891696725,128,X_9==0 AND X_13==1 AND X_1==1 AND X_18==0,-0.8936224880110957 <= X_9 < 1.119040773275156  AND  X_1 < -0.6942810858175632  AND  X_13 >= 0.8918139584270085  AND  -0.9530986027504694 <= X_18 < 0.04805539173531792,0,1.0,1.0,1.0,49,31.478350162506104
3000,25,29381.389944554736,326,X_10==1 AND X_20==1 AND X_3==4 AND X_0==8,0.3513965505575203 <= X_0 < 1.9137376423286367  AND  X_10 >= 0.8650154612790327  AND  -0.38227298183665637 <= X_3 < 0.3852150191738632  AND  X_20 >= 0.9137080416200211,0,1.0,1.0,1.0,49,66.1570315361023
10000,25,40625.37011906783,1533,X_18==1 AND X_11==1 AND X_5==0 AND X_8==0,-0.9081946477755416 <= X_8 < 1.1010855464181346  AND  X_11 >= 0.9198044594789333  AND  X_18 >= 0.8994289875348119  AND  -0.9008852329229097 <= X_5 < 1.1100193048514422  AND  X_2 >= 0.34454852717557766,3,0.5706293706293706,1.0,0.3992172211350293,49,435.9293105602264
30000,25,26238.061608856053,3671,X_5==0 AND X_15==0 AND X_3==1 AND X_8==1,X_3 < -0.6802677203493938  AND  -0.9062408412559398 <= X_15 < 1.1034594276439857  AND  -0.9076447967940721 <= X_5 < 1.1017525837551245  AND  X_8 >= 0.9028906202505159  AND  -0.9899174925355609 <= X_20 < 1.0101851998180778,4,0.6677553982943204,1.0,0.5012258240261509,49,2946.8136942386627
