n_samples,n_features,sg_mean,sg_cardinality,sg_rule,best_rule,best_rule_idx,f1,precision,recall,seed,runtime
300000,25,48025.85709547625,32786,X_1==1 AND X_9==1 AND X_2==8 AND X_13==1,X_1 = 1.00 AND X_2 = 8.00 AND X_9 AND X_13,0,1.0,1.0,1.0,3,178.88640332221985
1000000,25,35100.65786895951,103534,X_0==16 AND X_4==2 AND X_3==2 AND X_11==0,X_0 = 16.00 AND X_3 <= 2.00 AND X_4 <= 2.00 AND NOT X_11,0,0.9505595901541511,0.905777575587906,1.0,3,360.7500298023224
1000,25,43825.5044899527,125,X_23==0 AND X_4==4 AND X_9==1 AND X_17==1,X_4 = 4.00 AND X_9 AND X_17 AND NOT X_23,3,1.0,1.0,1.0,30,137.29371309280396
3000,25,35526.54203853301,476,X_19==1 AND X_8==0 AND X_7==1 AND X_5==0,NOT X_5 AND X_7 AND NOT X_8 AND X_19,1,1.0,1.0,1.0,30,130.67482209205627
10000,25,41764.12651341592,1218,X_2==16 AND X_9==1 AND X_16==0 AND X_12==1,X_2 = 16.00 AND X_9 AND X_12 AND NOT X_16,0,1.0,1.0,1.0,30,136.83071494102478
30000,25,26424.807901823428,4752,X_8==0 AND X_23==1 AND X_17==1 AND X_6==0,NOT X_6 AND NOT X_8 AND X_17 AND X_23,0,1.0,1.0,1.0,30,139.63031148910522
100000,25,47427.04812527912,12284,X_4==16 AND X_8==1 AND X_22==1 AND X_7==0,X_4 != 16.00,0,0.0,0.0,0.0,30,138.60990810394287
300000,25,24778.30746997416,32703,X_24==0 AND X_2==8 AND X_18==0 AND X_1==4,X_1 = 4.00 AND X_2 = 8.00 AND NOT X_18 AND NOT X_24,1,1.0,1.0,1.0,30,182.2655987739563
1000000,25,28899.412905905985,156095,X_12==1 AND X_24==1 AND X_6==1 AND X_9==0,X_6 AND NOT X_9 AND X_12 AND X_24,0,1.0,1.0,1.0,30,361.7715816497803
1000,25,48387.5494577724,127,X_1==4 AND X_17==0 AND X_10==0 AND X_5==0,X_1 = 4.00 AND NOT X_5 AND NOT X_10 AND NOT X_17,0,1.0,1.0,1.0,31,137.34948587417605
3000,25,33027.0746438469,328,X_7==1 AND X_1==16 AND X_3==2 AND X_22==0,X_1 = 16.00 AND X_3 = 2.00 AND X_7 AND NOT X_22,0,0.9689807976366324,0.9398280802292264,1.0,31,129.5830340385437
10000,25,27008.71899068052,1213,X_5==1 AND X_3==1 AND X_18==0 AND X_21==1,X_3 = 1.00 AND X_5 AND NOT X_18 AND X_21,0,1.0,1.0,1.0,31,128.23543763160706
30000,25,31429.759153063416,3678,X_23==1 AND X_9==0 AND X_14==1 AND X_2==4,X_2 = 4.00 AND NOT X_9 AND X_14 AND X_23,0,1.0,1.0,1.0,31,129.3345911502838
100000,25,31780.47255035375,12328,X_4==16 AND X_18==1 AND X_22==1 AND X_13==1,X_4 = 16.00 AND X_13 AND X_18 AND X_22,1,1.0,1.0,1.0,31,130.73959159851074
300000,25,28887.200786352518,36669,X_18==0 AND X_14==1 AND X_23==0 AND X_4==2,X_4 = 2.00 AND X_14 AND NOT X_18 AND NOT X_23,0,1.0,1.0,1.0,31,173.80173778533936
1000000,25,32507.052052687886,122488,X_21==1 AND X_7==1 AND X_2==2 AND X_12==0,X_2 = 2.00 AND X_7 AND NOT X_12 AND X_21,0,1.0,1.0,1.0,31,359.22743701934814
1000,25,28095.65820169487,127,X_3==8 AND X_10==0 AND X_14==1 AND X_11==1,X_3 = 8.00 AND NOT X_10 AND X_11 AND X_14,2,1.0,1.0,1.0,32,135.35630249977112
3000,25,47958.18450343191,326,X_1==8 AND X_24==0 AND X_6==1 AND X_4==4,X_1 = 8.00 AND X_4 = 4.00 AND X_6 AND NOT X_24,0,1.0,1.0,1.0,32,134.87196230888367
10000,25,48251.20113094854,1222,X_8==0 AND X_21==0 AND X_0==4 AND X_11==1,X_0 = 4.00 AND NOT X_8 AND X_11 AND NOT X_21,0,1.0,1.0,1.0,32,135.20497703552246
30000,25,39122.0185488073,4670,X_12==0 AND X_10==1 AND X_7==0 AND X_15==0,NOT X_7 AND X_10 AND NOT X_12 AND NOT X_15,0,1.0,1.0,1.0,32,137.0587706565857
